trip_id,segment_id,route_id,route_name,stop_sequence,route_id_in_processed_reference,stops_in_processed_reference,official_route_membership,official_stop_sequence,road_route_polyline,geometry_method,median_distance_to_reference_stops_m,p95_distance_to_reference_stops_m,max_distance_to_reference_stops_m,status_reason
trip_000391,1,402,Seoul city bus 402,창동이마트 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2435.921,4360.107,4820.800,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000392,1,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1990.728,3447.707,3860.432,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000393,1,421,Seoul city bus 421,압구정역4번출구 > Airport Bus,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1162.393,1815.249,1891.824,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000394,1,402,Seoul city bus 402,창동이마트 > 시청덕수궁,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2306.206,4547.082,4803.325,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000395,1,143,Seoul city bus 143,창동이마트 > 왕십리민자역사,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2417.138,4701.422,5009.570,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000396,1,740,Seoul city bus 740,약수역2번출구.가온도서관 > 연신내역.연서시장,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1479.642,3544.097,3911.412,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000397,1,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구 > Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1198.052,2034.500,2297.661,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000398,1,143,Seoul city bus 143,왕십리민자역사 > 압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,923.118,1851.983,2015.629,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000399,1,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,716.778,1437.994,1542.600,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000400,1,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,549.257,1089.056,1155.985,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000502,2,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2080.219,6483.882,7257.126,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000503,3,143,Seoul city bus 143,왕십리민자역사 > 압구정역4번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1455.963,4231.371,4895.249,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000504,2,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,4132.257,11015.479,11649.461,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000505,3,7016,Seoul city bus 7016,"건대입구역사거리, 건대병원 > 동교동삼거리연희동방면 > 공덕역(중)",PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1445.818,6725.245,7021.300,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000507,3,421,Seoul city bus 421,Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1398.412,3086.148,3691.271,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000509,3,7016,Seoul city bus 7016,동교동삼거리연희동방면 > 공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1034.450,4128.799,4624.435,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000513,2,740,Seoul city bus 740,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1434.394,3217.364,3454.889,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000514,2,740,Seoul city bus 740,약수역2번출구.가온도서관 > 연신내역.연서시장,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2303.532,5550.867,6700.187,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000517,3,421,Seoul city bus 421,Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1779.249,5629.107,6507.551,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000518,2,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1759.275,6144.733,7008.695,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000518,4,402,Seoul city bus 402,시청덕수궁 > 강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2131.637,4056.419,4367.793,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000520,2,402,Seoul city bus 402,강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2233.333,4067.084,4398.455,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000523,2,740,Seoul city bus 740,약수역2번출구.가온도서관 > 연신내역.연서시장,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2491.083,5817.915,6701.246,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000524,3,7016,Seoul city bus 7016,동교동삼거리연희동방면 > 공덕역(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3140.800,8391.212,9146.337,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000527,2,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1245.798,4520.267,5254.263,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000530,2,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3804.008,11614.979,12524.247,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000531,2,7016,Seoul city bus 7016,"건대입구역사거리, 건대병원 > 동교동삼거리연희동방면 > 공덕역(중)",PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1315.692,3973.116,4341.208,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000532,2,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1081.344,4146.646,4536.367,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000534,3,740,Seoul city bus 740,약수역2번출구.가온도서관 > 연신내역.연서시장,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1334.259,3541.009,3916.850,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000535,2,143,Seoul city bus 143,왕십리민자역사 > 압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1449.121,4675.560,5014.058,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000535,4,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2232.175,3657.987,4070.222,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000536,3,421,Seoul city bus 421,압구정역4번출구 > Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1283.331,2604.929,3640.622,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000538,3,421,Seoul city bus 421,압구정역4번출구 > Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1270.626,2120.220,2428.111,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000539,2,7016,Seoul city bus 7016,"건대입구역사거리, 건대병원 > 동교동삼거리연희동방면 > 공덕역(중) > 서울역11번출구",PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1405.992,10553.500,12531.510,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000540,2,402,Seoul city bus 402,시청덕수궁 > 강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2799.230,11077.168,13134.800,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000540,4,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1272.269,3024.158,3654.492,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000541,2,421,Seoul city bus 421,압구정역4번출구 > Airport Bus,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1202.530,3448.418,4044.727,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000541,4,402,Seoul city bus 402,창동이마트 > 시청덕수궁 > 강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2531.511,4446.445,4958.809,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000544,2,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,936.068,1909.244,2245.134,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000546,2,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구 > Airport Bus,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1043.536,1680.736,1892.133,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000547,2,421,Seoul city bus 421,압구정역4번출구 > Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1289.799,2282.282,3174.331,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000547,4,7016,Seoul city bus 7016,동교동삼거리연희동방면 > 공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1067.190,2059.732,2457.502,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000548,2,421,Seoul city bus 421,압구정역4번출구 > Airport Bus,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1514.872,3116.596,3656.078,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000549,2,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1973.177,5501.571,6016.333,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000549,4,143,Seoul city bus 143,창동이마트 > 왕십리민자역사 > 압구정역4번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2456.923,4783.829,5188.231,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000550,2,143,Seoul city bus 143,창동이마트 > 왕십리민자역사 > 압구정역4번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3514.403,9078.042,9317.698,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000551,3,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2779.368,4989.487,5573.355,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000554,2,402,Seoul city bus 402,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1600.606,3962.919,4353.635,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000554,4,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2144.915,6538.748,7250.239,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000555,2,143,Seoul city bus 143,창동이마트 > 왕십리민자역사,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3556.731,5543.358,5770.890,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000556,2,7016,Seoul city bus 7016,"건대입구역사거리, 건대병원 > 동교동삼거리연희동방면",PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1427.335,6662.156,8791.453,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000557,2,402,Seoul city bus 402,창동이마트 > 시청덕수궁 > 강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2500.380,4452.860,4889.089,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000557,4,421,Seoul city bus 421,Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3048.372,11497.053,12720.753,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000558,2,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3352.971,4197.829,4414.722,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000558,4,740,Seoul city bus 740,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1412.908,3163.796,3451.028,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000560,2,402,Seoul city bus 402,창동이마트 > 시청덕수궁 > 강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2630.229,7307.960,7719.777,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000560,4,143,Seoul city bus 143,창동이마트 > 왕십리민자역사 > 압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2623.795,5158.244,6835.461,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000564,2,7016,Seoul city bus 7016,동교동삼거리연희동방면 > 공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,899.380,2899.857,3363.754,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000568,2,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,991.862,3004.374,3360.412,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000568,4,402,Seoul city bus 402,창동이마트 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2433.240,4337.132,4819.182,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000571,2,421,Seoul city bus 421,Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1844.994,6115.398,6958.420,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000571,4,421,Seoul city bus 421,압구정역4번출구 > Airport Bus,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3772.292,11579.658,12727.075,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000573,2,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1413.807,4139.507,4369.102,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000574,2,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구 > Airport Bus,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1141.102,1882.249,2445.780,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000576,2,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1015.383,2891.907,3332.595,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000582,2,7016,Seoul city bus 7016,동교동삼거리연희동방면 > 공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1074.445,3836.006,4341.860,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000582,4,402,Seoul city bus 402,강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1462.962,3835.262,4180.133,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000585,2,740,Seoul city bus 740,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2083.770,5668.221,6713.926,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000586,2,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1102.179,4195.584,4523.443,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000588,2,143,Seoul city bus 143,왕십리민자역사 > 압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,980.945,1986.769,2491.815,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000589,2,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1064.568,2475.989,2503.841,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000592,3,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3498.595,8164.366,8945.999,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000593,2,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구 > Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1716.494,14045.686,16300.462,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000594,2,740,Seoul city bus 740,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2146.356,5649.845,6671.829,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000594,4,740,Seoul city bus 740,연신내역.연서시장 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2273.979,3920.718,5519.397,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000595,3,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,981.682,1810.349,1864.022,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000597,3,421,Seoul city bus 421,Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2755.740,11374.403,12703.230,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000600,2,740,Seoul city bus 740,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3047.357,8943.828,10081.909,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000605,2,740,Seoul city bus 740,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1989.466,3144.116,3448.449,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000606,2,402,Seoul city bus 402,강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3277.647,5056.395,5854.130,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000606,4,7016,Seoul city bus 7016,"건대입구역사거리, 건대병원 > 동교동삼거리연희동방면 > 공덕역(중) > 서울역11번출구",PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1180.812,4227.245,4758.343,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000607,2,421,Seoul city bus 421,압구정역4번출구 > Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1601.357,5904.955,6993.704,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000608,2,402,Seoul city bus 402,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2377.035,4266.081,4359.733,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000608,4,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,3179.224,8350.186,9112.840,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000610,2,7016,Seoul city bus 7016,공덕역(중) > 서울역11번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,654.219,1222.374,1324.722,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000611,3,402,Seoul city bus 402,강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1826.545,4044.835,4380.888,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000613,2,402,Seoul city bus 402,창동이마트 > 시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,2450.515,4390.414,4841.283,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000613,4,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1047.854,1756.021,1796.965,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000615,2,402,Seoul city bus 402,시청덕수궁 > 강남역,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1441.406,3989.590,4364.221,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000615,4,402,Seoul city bus 402,강남역 > 동대문역.2번출구,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1614.931,3821.942,4187.727,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000619,2,143,Seoul city bus 143,압구정역4번출구 > 고속터미널(중),PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,863.369,1532.648,1554.547,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
trip_000619,4,421,Seoul city bus 421,약수역2번출구.가온도서관 > 압구정역4번출구 > Airport Bus > 청량리미주상가앞,PASS,PASS,NOT_VERIFIABLE,NOT_VERIFIABLE,NO,piecewise straight interpolation between selected OSM stop coordinates,1208.932,2109.507,2431.991,"public route ID and OSM stop positions are present, but the official Seoul route file was not imported"
