trip_id,segment_id,scenario_type,line,boarding_station,alighting_station,station_sequence,gps_point_count,start_distance_to_expected_station_m,end_distance_to_expected_station_m,median_distance_to_nearest_expected_station_m,p95_distance_to_nearest_expected_station_m,max_distance_to_nearest_expected_station_m,stored_reference_order,actual_line5_order,status_reason
trip_000534,2,multimodal,line_2,합정,시청,합정 > 신촌 > 시청,218,5853.602,7.389,592.907,1415.766,1562.562,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000535,3,multimodal,line_5,공덕,왕십리,공덕 > 여의도 > 왕십리,445,6306.819,24.433,2015.110,5724.976,6306.819,PASS,FAIL,"compact Line 5 reference has Gongdeok before Yeouido, which reverses the real selected order"
trip_000536,2,multimodal,line_2,강남,삼성,강남 > 선릉 > 삼성,322,11068.818,6.713,1102.956,4370.364,4731.413,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000538,2,multimodal,line_9,고속터미널,신논현,고속터미널 > 신논현,188,6958.178,15.267,2419.197,6204.311,6485.936,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000540,3,multimodal,line_5,마곡나루,공덕,마곡나루 > 공덕,541,16190.510,13.365,3321.661,5027.156,5723.517,PASS,PASS,selected station order compared with known Line 5 order
trip_000541,3,multimodal,line_1,동대문,청량리,동대문 > 청량리,156,2505.127,14.760,725.252,1492.111,1678.234,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000542,3,multimodal,line_5,여의도,왕십리,여의도 > 왕십리,449,11876.646,7.699,2220.876,3933.399,4422.437,PASS,PASS,selected station order compared with known Line 5 order
trip_000543,2,multimodal,line_3,양재,일원,양재 > 일원,223,7002.529,9.350,2030.256,3776.949,4045.703,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000544,3,multimodal,line_7,이수,가산디지털단지,이수 > 가산디지털단지,306,3000.083,8.396,1244.841,3992.064,4390.948,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000545,2,multimodal,line_3,압구정,고속터미널,압구정 > 고속터미널,211,6462.717,18.970,1892.030,3842.453,3999.971,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000546,3,multimodal,line_1,서울역,청량리,서울역 > 시청 > 종각 > 종로3가 > 동대문 > 청량리,196,1497.305,12.888,555.653,1436.093,1671.833,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000547,3,multimodal,line_1,서울역,종로3가,서울역 > 시청 > 종각 > 종로3가,245,7321.287,16.482,550.368,1417.522,1686.439,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000548,3,multimodal,line_9,여의도,신논현,여의도 > 노량진 > 고속터미널 > 신논현,313,6966.719,44.063,1699.789,6040.696,6424.944,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000549,3,multimodal,line_2,을지로입구,건대입구,을지로입구 > 잠실 > 성수 > 건대입구,390,1550.899,10.933,1053.658,2281.836,2685.971,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000551,2,multimodal,line_7,고속터미널,이수,고속터미널 > 이수,183,6386.590,2.302,1797.620,6126.065,6386.590,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000552,3,multimodal,line_5,마곡나루,왕십리,마곡나루 > 공덕 > 여의도 > 왕십리,928,20238.452,3.585,2034.099,4620.718,5323.324,PASS,FAIL,"compact Line 5 reference has Gongdeok before Yeouido, which reverses the real selected order"
trip_000554,3,multimodal,line_9,김포공항,여의도,김포공항 > 여의도,607,21120.675,23.063,1835.252,5343.877,5864.851,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000555,3,multimodal,line_1,종각,동대문,종각 > 종로3가 > 동대문,208,4883.948,8.665,690.263,2304.938,2338.334,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000556,3,multimodal,line_3,불광,압구정,불광 > 종로3가 > 압구정,444,5790.769,30.603,2066.359,5295.528,5790.769,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000557,3,multimodal,line_7,건대입구,가산디지털단지,건대입구 > 고속터미널 > 이수 > 가산디지털단지,630,6254.496,1.316,2113.882,5524.409,6254.496,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000558,3,multimodal,line_6,이태원,약수,이태원 > 약수,146,3743.771,4.206,1098.238,3067.713,3169.760,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000559,3,multimodal,line_4,명동,서울역,명동 > 서울역,166,6947.266,19.131,1446.992,5230.469,5438.379,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000560,3,multimodal,line_3,고속터미널,일원,고속터미널 > 교대 > 양재 > 일원,316,7486.329,15.816,1582.769,2638.785,2909.152,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000561,3,multimodal,line_5,김포공항,여의도,김포공항 > 마곡나루 > 공덕 > 여의도,884,23870.984,13.170,2153.752,4580.076,5126.669,PASS,FAIL,"compact Line 5 reference has Gongdeok before Yeouido, which reverses the real selected order"
trip_000563,3,multimodal,line_9,김포공항,고속터미널,김포공항 > 여의도 > 노량진 > 고속터미널,562,11725.698,17.148,2099.391,5567.955,5850.963,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000564,3,multimodal,line_2,삼성,왕십리,삼성 > 왕십리,430,9316.204,8.766,1526.566,3741.601,3845.139,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000565,2,multimodal,line_3,양재,일원,양재 > 일원,303,10736.062,14.587,1776.650,4982.678,5112.094,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000566,3,multimodal,line_1,서울역,동대문,서울역 > 시청 > 종각 > 종로3가 > 동대문,341,12876.268,13.120,1668.329,7551.682,7963.937,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000567,2,multimodal,line_6,약수,태릉입구,약수 > 태릉입구,291,4415.263,8.182,2211.795,4265.358,4513.187,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000568,3,multimodal,line_9,여의도,고속터미널,여의도 > 노량진 > 고속터미널,259,5627.822,11.795,1827.804,4853.329,5200.525,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000569,3,multimodal,line_6,약수,태릉입구,약수 > 태릉입구,319,7362.945,17.850,1811.158,4021.914,4510.115,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000570,3,multimodal,line_6,이태원,약수,이태원 > 약수,364,17261.081,42.488,1527.021,9418.290,9972.131,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000571,3,multimodal,line_7,이수,가산디지털단지,이수 > 가산디지털단지,409,12152.219,20.525,2863.555,4718.211,5035.164,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000572,2,multimodal,line_3,고속터미널,양재,고속터미널 > 교대 > 양재,178,3769.627,1.715,866.329,3214.273,3405.937,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000573,3,multimodal,line_3,불광,교대,불광 > 종로3가 > 압구정 > 고속터미널 > 교대,455,7420.787,25.077,1652.105,3525.275,3772.057,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000574,3,multimodal,line_3,교대,양재,교대 > 양재,188,7849.757,7.137,1278.364,3123.477,3372.641,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000575,2,multimodal,line_7,이수,가산디지털단지,이수 > 가산디지털단지,292,6471.000,8.504,2576.967,5791.158,5835.425,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000576,3,multimodal,line_2,시청,건대입구,시청 > 을지로입구 > 잠실 > 성수 > 건대입구,403,1353.024,1.906,1001.641,2273.467,2692.241,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000582,3,multimodal,line_3,교대,양재,교대 > 양재,253,7547.352,2.464,1341.463,3604.451,3829.956,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000584,2,multimodal,line_2,신촌,잠실,신촌 > 시청 > 을지로입구 > 잠실,481,11528.554,18.559,1375.405,2602.693,2898.507,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000585,3,multimodal,line_2,신촌,시청,신촌 > 시청,290,10155.521,10.629,1394.073,4211.750,4520.121,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000588,3,multimodal,line_1,종로3가,동대문,종로3가 > 동대문,168,7237.661,2.439,2475.148,5640.152,5900.684,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000589,3,multimodal,line_6,합정,태릉입구,합정 > 공덕 > 이태원 > 약수 > 태릉입구,673,9327.686,25.259,1673.609,3864.627,4506.050,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000590,3,multimodal,line_3,압구정,교대,압구정 > 고속터미널 > 교대,443,18243.892,11.956,4804.424,9689.615,10099.320,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000592,2,multimodal,line_6,공덕,태릉입구,공덕 > 이태원 > 약수 > 태릉입구,522,11127.593,1.980,1873.805,7033.405,7794.770,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000594,3,multimodal,line_2,신촌,건대입구,신촌 > 시청 > 을지로입구 > 잠실 > 성수 > 건대입구,611,10139.541,19.798,1352.080,4101.086,4506.229,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000595,2,multimodal,line_9,고속터미널,신논현,고속터미널 > 신논현,171,7329.738,13.020,683.092,2493.670,2800.437,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000596,3,multimodal,line_4,서울역,사당,서울역 > 사당,212,2171.402,5.192,1541.719,3876.325,4254.416,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000597,2,multimodal,line_7,고속터미널,가산디지털단지,고속터미널 > 이수 > 가산디지털단지,252,2142.360,31.390,1279.624,3930.833,4383.407,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000598,3,multimodal,line_7,고속터미널,가산디지털단지,고속터미널 > 이수 > 가산디지털단지,243,2.519,9.120,1142.907,3975.342,4392.495,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000599,3,multimodal,line_7,고속터미널,이수,고속터미널 > 이수,307,8441.051,10.674,3024.089,3914.780,4036.629,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000601,2,multimodal,line_4,동대문역사문화공원,명동,동대문역사문화공원 > 명동,142,2756.779,5.374,911.931,2603.587,2756.779,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000603,3,multimodal,line_9,여의도,노량진,여의도 > 노량진,252,9211.493,12.106,2302.072,3144.249,3312.049,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000604,3,multimodal,line_4,명동,사당,명동 > 서울역 > 사당,209,930.040,23.826,935.728,3850.682,4224.388,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000606,3,multimodal,line_1,종각,동대문,종각 > 종로3가 > 동대문,128,2511.072,5.242,345.070,777.539,851.567,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000608,3,multimodal,line_7,고속터미널,가산디지털단지,고속터미널 > 이수 > 가산디지털단지,259,2074.362,6.884,1245.437,3922.758,4393.290,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000609,3,multimodal,line_4,창동,서울역,창동 > 동대문역사문화공원 > 명동 > 서울역,434,8055.600,14.523,2605.949,5112.597,5484.869,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000611,2,multimodal,line_6,공덕,이태원,공덕 > 이태원,263,8462.572,17.580,1651.888,4665.687,5007.869,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000613,3,multimodal,line_3,불광,압구정,불광 > 종로3가 > 압구정,568,15243.498,25.737,1904.807,3336.705,3710.409,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000614,2,multimodal,line_4,동대문역사문화공원,서울역,동대문역사문화공원 > 명동 > 서울역,241,8480.159,7.591,756.216,4824.592,5176.018,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000615,3,multimodal,line_3,연신내,교대,연신내 > 불광 > 종로3가 > 압구정 > 고속터미널 > 교대,742,16362.206,12.907,1402.649,3314.898,3724.089,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000617,2,multimodal,line_2,건대입구,선릉,건대입구 > 강남 > 선릉,171,10.499,1.558,713.856,1839.801,2030.901,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000619,3,multimodal,line_5,여의도,왕십리,여의도 > 왕십리,369,7227.465,3.446,2501.944,5797.894,6278.867,PASS,PASS,selected station order compared with known Line 5 order
trip_000620,2,multimodal,line_3,연신내,양재,연신내 > 불광 > 종로3가 > 압구정 > 고속터미널 > 교대 > 양재,653,12301.312,5.334,1821.489,11389.601,12301.312,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000621,2,multimodal,line_3,종로3가,교대,종로3가 > 압구정 > 고속터미널 > 교대,396,8078.709,42.398,1661.932,7095.330,7351.598,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000622,3,multimodal,line_3,불광,압구정,불광 > 종로3가 > 압구정,423,7462.158,0.214,1654.215,3413.663,3588.736,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000626,3,multimodal,line_2,선릉,왕십리,선릉 > 삼성 > 왕십리,293,3940.595,4.199,952.850,1992.013,2232.238,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000630,3,multimodal,line_9,김포공항,노량진,김포공항 > 여의도 > 노량진,947,21146.170,10.586,1558.346,5298.757,5848.493,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000631,3,multimodal,line_1,시청,종로3가,시청 > 종각 > 종로3가,208,8700.144,15.054,3160.414,7434.831,7757.529,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000633,3,multimodal,line_1,동대문,청량리,동대문 > 청량리,161,2484.163,12.021,724.713,1505.187,1683.775,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000634,3,multimodal,line_3,양재,일원,양재 > 일원,291,10904.418,20.795,1718.036,4875.726,5018.733,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000635,3,multimodal,line_1,종로3가,동대문,종로3가 > 동대문,124,2473.782,5.697,507.847,809.723,847.500,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000636,2,multimodal,line_4,창동,명동,창동 > 동대문역사문화공원 > 명동,603,16494.159,3.632,3537.894,5113.273,5681.023,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000637,3,multimodal,line_9,노량진,신논현,노량진 > 고속터미널 > 신논현,282,8817.247,32.922,2212.127,7101.645,7426.836,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000638,3,multimodal,line_4,서울역,사당,서울역 > 사당,306,4053.226,1.935,2065.402,3962.686,4245.826,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000640,2,multimodal,line_2,합정,신촌,합정 > 신촌,122,3208.082,5.827,710.167,3011.639,3208.082,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000641,2,multimodal,line_1,종각,청량리,종각 > 종로3가 > 동대문 > 청량리,372,7489.135,23.158,1086.776,5095.305,5493.438,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000642,3,multimodal,line_2,강남,왕십리,강남 > 선릉 > 삼성 > 왕십리,339,8706.399,1.411,1036.644,3730.921,4264.875,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000643,3,multimodal,line_6,이태원,태릉입구,이태원 > 약수 > 태릉입구,317,3736.465,20.460,1747.817,4035.089,4505.625,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000644,3,multimodal,line_1,동대문,청량리,동대문 > 청량리,228,8346.542,11.719,2784.903,7469.633,7777.402,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000645,2,multimodal,line_9,노량진,신논현,노량진 > 고속터미널 > 신논현,405,13477.269,25.790,1493.844,5228.918,5846.228,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000646,3,multimodal,line_2,신촌,선릉,신촌 > 시청 > 을지로입구 > 잠실 > 성수 > 건대입구 > 강남 > 선릉,909,10133.774,8.600,1242.058,4040.764,4540.694,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000647,3,multimodal,line_3,양재,일원,양재 > 일원,279,9852.483,21.085,1462.236,4703.087,4759.111,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000648,2,multimodal,line_4,서울역,사당,서울역 > 사당,284,4026.536,8.078,2092.303,3950.446,4237.331,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000650,3,multimodal,line_1,종각,종로3가,종각 > 종로3가,228,10363.098,21.380,3259.007,8084.838,8475.027,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000651,3,multimodal,line_3,압구정,양재,압구정 > 고속터미널 > 교대 > 양재,191,3124.437,32.033,611.642,1532.619,1568.368,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000655,2,multimodal,line_2,강남,왕십리,강남 > 선릉 > 삼성 > 왕십리,561,19139.829,14.016,1888.596,6943.541,7755.841,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000658,3,multimodal,line_3,고속터미널,양재,고속터미널 > 교대 > 양재,195,6027.310,25.184,1279.253,3650.728,3858.080,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000659,2,multimodal,line_9,고속터미널,신논현,고속터미널 > 신논현,159,6398.529,3.524,2337.727,3281.922,3354.009,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000660,3,multimodal,line_7,이수,가산디지털단지,이수 > 가산디지털단지,287,4214.838,6.501,1555.157,3918.108,4372.291,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000663,3,multimodal,line_4,창동,명동,창동 > 동대문역사문화공원 > 명동,559,17313.719,0.445,3039.953,5496.795,5916.106,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000666,2,multimodal,line_5,공덕,여의도,공덕 > 여의도,278,8443.463,14.575,2968.798,6990.042,7108.275,PASS,FAIL,"compact Line 5 reference has Gongdeok before Yeouido, which reverses the real selected order"
trip_000667,2,multimodal,line_7,건대입구,이수,건대입구 > 고속터미널 > 이수,523,12589.070,31.655,2837.889,11917.707,12589.070,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000668,3,multimodal,line_1,서울역,청량리,서울역 > 시청 > 종각 > 종로3가 > 동대문 > 청량리,265,5207.712,3.190,983.939,4833.162,5207.712,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000669,3,multimodal,line_7,고속터미널,가산디지털단지,고속터미널 > 이수 > 가산디지털단지,334,6405.567,2.394,2287.620,5876.734,6405.567,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000673,3,multimodal,line_3,교대,양재,교대 > 양재,188,8580.514,3.948,1463.499,3339.438,3596.139,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000674,3,multimodal,line_7,이수,가산디지털단지,이수 > 가산디지털단지,536,10861.602,5.039,2953.894,4152.321,4387.905,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000675,2,multimodal,line_3,양재,일원,양재 > 일원,216,3459.143,5.181,625.128,1971.070,2209.696,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000676,3,multimodal,line_6,공덕,이태원,공덕 > 이태원,219,7091.851,13.815,1132.532,2799.713,3119.739,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000677,2,multimodal,line_2,삼성,왕십리,삼성 > 왕십리,243,3285.485,0.773,911.065,1708.876,2042.273,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000678,3,multimodal,line_5,김포공항,여의도,김포공항 > 마곡나루 > 공덕 > 여의도,635,15489.844,18.543,2470.979,5099.552,5593.707,PASS,FAIL,"compact Line 5 reference has Gongdeok before Yeouido, which reverses the real selected order"
trip_000679,2,multimodal,line_9,노량진,신논현,노량진 > 고속터미널 > 신논현,472,13455.476,30.614,1492.456,5248.290,5848.327,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000681,2,multimodal,line_7,고속터미널,가산디지털단지,고속터미널 > 이수 > 가산디지털단지,392,7334.335,3.262,2440.327,5851.264,6027.118,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000682,2,multimodal,line_4,동대문역사문화공원,서울역,동대문역사문화공원 > 명동 > 서울역,121,2720.186,1.388,592.453,902.357,997.915,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000683,3,multimodal,line_4,창동,서울역,창동 > 동대문역사문화공원 > 명동 > 서울역,504,11496.525,2.372,2022.516,4908.301,5261.109,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000684,3,multimodal,line_7,이수,가산디지털단지,이수 > 가산디지털단지,435,8902.632,16.476,2768.983,6647.146,7152.045,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000685,2,multimodal,line_5,공덕,여의도,공덕 > 여의도,296,9256.735,19.477,1897.790,3726.549,4128.875,PASS,FAIL,"compact Line 5 reference has Gongdeok before Yeouido, which reverses the real selected order"
trip_000686,2,multimodal,line_2,시청,강남,시청 > 을지로입구 > 잠실 > 성수 > 건대입구 > 강남,642,7339.950,17.499,1230.268,2283.718,2678.711,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000687,2,multimodal,line_5,공덕,여의도,공덕 > 여의도,240,8766.657,2.460,2673.805,8418.506,8766.657,PASS,FAIL,"compact Line 5 reference has Gongdeok before Yeouido, which reverses the real selected order"
trip_000688,2,multimodal,line_5,공덕,여의도,공덕 > 여의도,239,8433.018,16.301,2798.670,6958.814,7116.563,PASS,FAIL,"compact Line 5 reference has Gongdeok before Yeouido, which reverses the real selected order"
trip_000689,3,multimodal,line_7,고속터미널,가산디지털단지,고속터미널 > 이수 > 가산디지털단지,390,7150.803,15.902,2423.095,6624.610,7150.803,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000690,2,multimodal,line_9,고속터미널,신논현,고속터미널 > 신논현,160,6377.697,22.139,2199.318,3277.353,3344.214,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000691,2,multimodal,line_2,강남,왕십리,강남 > 선릉 > 삼성 > 왕십리,244,32.355,15.657,652.216,1698.997,2046.815,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000696,3,multimodal,line_5,여의도,왕십리,여의도 > 왕십리,419,9434.130,14.829,2812.889,7106.622,7192.449,PASS,PASS,selected station order compared with known Line 5 order
trip_000698,2,multimodal,line_7,이수,가산디지털단지,이수 > 가산디지털단지,371,6080.538,9.933,1471.938,3917.709,4368.821,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
trip_000700,2,multimodal,line_7,건대입구,고속터미널,건대입구 > 고속터미널,355,12781.637,10.772,3362.975,8476.909,8970.459,PASS,NOT_VERIFIABLE_FULL_REFERENCE,compact station reference has no complete line geometry or full station sequence
